Dist Name,Year,SORGHUM AREA (1000 ha),PIGEONPEA AREA (1000 ha),COTTON AREA (1000 ha),SOYABEAN AREA (1000 ha),SUGARCANE AREA (1000 ha),WHEAT AREA (1000 ha),RICE AREA (1000 ha),CHICKPEA AREA (1000 ha),SORGHUM YIELD (Kg per ha),PIGEONPEA YIELD (Kg per ha),COTTON YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),WHEAT YIELD (Kg per ha),RICE YIELD (Kg per ha),CHICKPEA YIELD (Kg per ha),Annual_Rainfall_mm,Normal_Rainfall_mm,Rainfall_Deviation_pct,Drought_Flag,SORGHUM_yield_dev,PIGEONPEA_yield_dev,COTTON_yield_dev,SOYABEAN_yield_dev,SUGARCANE_yield_dev,WHEAT_yield_dev,RICE_yield_dev,CHICKPEA_yield_dev,avg_yield_dev,Crop_Risk_Score,Risk_Category
Bombay,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832,2167,-15.5,0,0,0,0,0,0,0,0,0,0,56.76,MEDIUM
Bombay,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315.7,2167,6.9,0,0,0,0,0,0,0,0,0,0,48.58,MEDIUM
Bombay,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184.6,2167,0.8,0,0,0,0,0,0,0,0,0,0,50.81,MEDIUM
Bombay,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403,2167,10.9,0,0,0,0,0,0,0,0,0,0,47.12,MEDIUM
Bombay,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184.5,2167,0.8,0,0,0,0,0,0,0,0,0,0,50.81,MEDIUM
Bombay,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344.5,2167,-38,1,0,0,0,0,0,0,0,0,0,84.97,HIGH
Bombay,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214.3,2167,-44,1,0,0,0,0,0,0,0,0,0,87.16,HIGH
Bombay,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219.8,2167,2.4,0,0,0,0,0,0,0,0,0,0,50.23,MEDIUM
Bombay,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3278.7,2167,51.3,0,0,0,0,0,0,0,0,0,0,32.38,LOW
Bombay,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2971.1,2167,37.1,0,0,0,0,0,0,0,0,0,0,37.56,LOW
Bombay,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1849.8,2167,-14.6,0,0,0,0,0,0,0,0,0,0,56.43,MEDIUM
Bombay,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758.5,2167,-18.9,0,0,0,0,0,0,0,0,0,0,58,MEDIUM
Bombay,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388.2,2167,10.2,0,0,0,0,0,0,0,0,0,0,47.38,MEDIUM
Bombay,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3112,2167,43.6,0,0,0,0,0,0,0,0,0,0,35.19,LOW
Bombay,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343.9,2167,8.2,0,0,0,0,0,0,0,0,0,0,48.11,MEDIUM
Bombay,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067.4,2167,-50.7,1,0,0,0,0,0,0,0,0,0,89.61,HIGH
Bombay,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244.9,2167,3.6,0,0,0,0,0,0,0,0,0,0,49.79,MEDIUM
Thane,1997,0.3,3,0,0,0,0.1,151.8,3.6,1666.67,500,0,0,0,1000,2355.07,583.33,2266,2156,5.1,0,1975.113618,-4.776903172,0,0,0,8.502876067,7.827175668,-20.10400667,245.820345,18.24,LOW
Thane,1998,0,3.1,0,0,0,0.1,142.1,3.8,0,451.61,0,0,0,1000,1919.77,605.26,2228.7,2156,3.4,0,-98.75568091,-13.97419989,0,0,0,8.502876067,-12.09463038,-17.10549704,-16.67839152,51.97,MEDIUM
Thane,1999,0,2.9,0,0,0,0.1,141.8,3.8,0,517.24,0,0,0,800,2129.76,657.89,2502,2156,16,0,-98.75568091,-1.500164271,0,0,0,-13.17602025,-2.48429256,-9.909347383,-15.72818817,47.25,MEDIUM
Thane,2000,0,2.9,0,0,0,0.1,141.7,3.8,0,344.83,0,0,0,1000,1237.12,526.32,1764,2156,-18.2,0,-98.75568091,-34.26945394,0,0,0,8.502876067,-43.33658052,-27.89903787,-24.46973465,60.83,MEDIUM
Thane,2001,0,2.7,0,0,0,0,141,3.8,0,444.44,0,0,0,0,2447.52,500,1967.1,2156,-8.8,0,-98.75568091,-15.33697355,0,0,0,-99.89160552,12.05821396,-31.49779635,-29.1779803,57.99,MEDIUM
Thane,2002,0,2.7,0,0,0,0.1,140.4,3.5,0,518.52,0,0,0,1000,1138.18,657.14,1380,2156,-36,1,-98.75568091,-1.256879713,0,0,0,8.502876067,-47.86463816,-10.01189559,-18.67327729,86.6,HIGH
Thane,2003,0,2.7,0,0,0,0.1,140.9,3.7,0,481.48,0,0,0,1000,2821.15,675.68,1354.1,2156,-37.2,1,-98.75568091,-8.296926632,0,0,0,8.502876067,29.15764974,-7.476903864,-9.6086232,85.89,HIGH
Thane,2004,0,2.7,0,0,0,0.1,141,3.8,0,555.56,0,0,0,1000,2378.72,657.89,2117.8,2156,-1.8,0,-98.75568091,5.783167207,0,0,0,8.502876067,8.909534301,-9.909347383,-10.68368134,53.11,MEDIUM
Thane,2005,0,3.2,0,0,0,0.2,139.5,4.1,0,593.75,0,0,0,1000,2226.52,658.54,3096.1,2156,43.6,0,-98.75568091,13.0417901,0,0,0,8.502876067,1.943995868,-9.820472269,-10.63593639,36.53,LOW
Thane,2006,0,2.9,0,0,0,0.2,140.2,4.1,0,620.69,0,0,0,1000,1835.95,731.71,2874.4,2156,33.3,0,-98.75568091,18.16216979,0,0,0,8.502876067,-15.93071074,0.184131006,-10.97965185,40.33,MEDIUM
Thane,2007,0,2.9,0,0,0,0.2,140.6,4.1,0,758.62,0,0,0,1000,2199.5,804.88,1887,2156,-12.5,0,-98.75568091,44.37798166,0,0,0,8.502876067,0.70740685,10.18873428,-4.372335256,56.22,MEDIUM
Thane,2008,0,3.2,0,0,0,0.1,140.6,4.3,0,562.5,0,0,0,1000,2157.89,697.67,2124.7,2156,-1.5,0,-98.75568091,7.102225674,0,0,0,8.502876067,-1.196903624,-4.470190375,-11.10220915,53.05,MEDIUM
Thane,2009,0,3.5,0,0,0,0.1,138.6,4.4,0,840,0,0,0,800,2097.84,663.64,2029.5,2156,-5.9,0,-98.75568091,59.84555775,0,0,0,-13.17602025,-3.945133472,-9.123144447,-8.144302666,54.28,MEDIUM
Thane,2010,0,3.43,0,0,0,0.1,138.3,4.3,0,460.64,0,0,0,1500,2028.78,865.12,3072.5,2156,42.5,0,-98.75568091,-12.25790335,0,0,0,62.70011686,-7.105712212,18.42540643,-4.624221648,36.18,LOW
Thane,2011,0,3.4,0,0,0,0.1,140.4,4.2,0,632.35,0,0,0,1000,2450,869.05,1791.8,2156,-16.9,0,-98.75568091,20.37834007,0,0,0,8.502876067,12.17171288,18.96275905,-4.842499105,57.88,MEDIUM
Thane,2012,0,2.7,0,0,0,0,139.6,2.5,0,148.15,0,0,0,0,2599.86,680,1390.4,2156,-35.5,1,-98.75568091,-71.65164692,0,0,0,-99.89160552,19.03015959,-6.88622618,-32.26937499,88.13,HIGH
Thane,2013,0,2.8,0,0,0,0,139.6,3.3,0,535.71,0,0,0,0,2392.55,1181.82,3332.9,2156,54.6,0,-98.75568091,2.010355885,0,0,0,-99.89160552,9.542473832,61.72809684,-15.67079498,33.15,LOW
Thane,2014,0,2.7,0,0,0,0,132.8,4.6,0,407.41,0,0,0,0,2475.15,826.09,1271.2,2156,-41,1,-98.75568091,-22.37511981,0,0,0,-99.89160552,13.32272005,13.08879763,-24.32636107,89.13,HIGH
Thane,2015,0,3.1,0,0,0,0.04,133.9,3.1,0,354.84,0,0,0,1000,2289.02,677.42,1201.4,2156,-44.3,1,-98.75568091,-32.36689266,0,0,0,8.502876067,4.804351664,-7.238992019,-15.63179223,89.24,HIGH
Thane,2016,0,2.65,0,0,0,0.04,132.7,3.3,0,819.45,0,0,0,2833.33,2828.18,939.39,1991.7,2156,-7.6,0,-98.75568091,55.93970018,0,0,0,207.225731,29.47938256,28.58041375,27.80869332,50.37,MEDIUM
Thane,2017,0,2.5,0,0,0,0.02,132.68,3.3,0,480,0,0,0,1419.35,1856.37,878.79,2426.6,2156,12.6,0,-98.75568091,-8.578224403,0,0,0,53.95810192,-14.9961753,20.29451846,-6.009682529,47.26,MEDIUM
Raigad,1997,0,1.2,0,0,0,0,139,2.2,0,500,0,0,0,0,2530.94,590.91,3104.6,2891,7.4,0,0,-6.756332788,0,0,0,-97.94319295,-0.390843878,5.203774438,-12.4858244,49.98,MEDIUM
Raigad,1998,0,1,0,0,0,0,135.4,2.1,0,500,0,0,0,0,2567.95,619.05,2500.9,2891,-13.5,0,0,-6.756332788,0,0,0,-97.94319295,1.06516806,10.20526827,-11.67863618,57.5,MEDIUM
Raigad,1999,0,0.9,0,0,0,0,135.7,2.3,0,555.56,0,0,0,0,2420.78,652.17,3366.2,2891,16.4,0,0,3.584222402,0,0,0,-97.94319295,-4.724652989,16.09188787,-10.37396696,46.43,MEDIUM
Raigad,2000,0,1,0,0,0,0,134.7,2,0,400,0,0,0,0,2165.55,550,3264,2891,12.9,0,0,-25.36784321,0,0,0,-97.94319295,-14.76566696,-2.067409378,-17.51801406,48.6,MEDIUM
Raigad,2001,0,1,0,0,0,0,133.7,2,0,400,0,0,0,0,2668.66,500,3411.1,2891,18,0,0,-25.36784321,0,0,0,-97.94319295,5.02720433,-10.95421433,-16.15475577,46.57,MEDIUM
Raigad,2002,0,1,0,0,0,0,133.2,1.4,0,500,0,0,0,0,2085.59,642.86,1720.6,2891,-40.5,1,0,-6.756332788,0,0,0,-97.94319295,-17.91137662,14.43716479,-13.5217172,87.59,HIGH
Raigad,2003,0,1,0,0,0,0,133.1,1.3,0,500,0,0,0,0,2827.2,692.31,1655.6,2891,-42.7,1,0,-6.756332788,0,0,0,-97.94319295,11.26433302,23.22621489,-8.776122228,87.79,HIGH
Raigad,2004,0,1.1,0,0,0,0,133,1.2,0,545.45,0,0,0,0,2234.59,666.67,2796.5,2891,-3.3,0,0,1.702598699,0,0,0,-97.94319295,-12.04956147,18.66906131,-11.2026368,53.72,MEDIUM
Raigad,2005,0,1.1,0,0,0,0,129.5,1.8,0,636.36,0,0,0,0,2277.99,666.67,4422.7,2891,53,0,0,18.62232282,0,0,0,-97.94319295,-10.34216028,18.66906131,-8.874246137,32.88,LOW
Raigad,2006,0,1,0,0,0,0,132.2,1.7,0,600,0,0,0,0,2378.97,764.71,4364.9,2891,51,0,0,11.85517763,0,0,0,-97.94319295,-6.369501926,36.09430847,-7.045401097,33.38,LOW
Raigad,2007,0,1.1,0,0,0,0,133.1,1.9,0,727.27,0,0,0,0,2514.05,789.47,2365.1,2891,-18.2,0,0,35.54204695,0,0,0,-97.94319295,-1.055314066,40.49505428,-2.870175723,58.11,MEDIUM
Raigad,2008,0,1.1,0,0,0,0,132.3,2,0,545.45,0,0,0,0,2719.58,700,2343.3,2891,-18.9,0,0,1.702598699,0,0,0,-97.94319295,7.030450153,24.59300549,-8.077142326,59.02,MEDIUM
Raigad,2009,0,1,0,0,0,0,130.4,2,0,840,0,0,0,0,2526.3,665,2748.1,2891,-4.9,0,0,56.52280265,0,0,0,-97.94319295,-0.57338631,18.37224202,-2.952691824,53.26,MEDIUM
Raigad,2010,0,1.29,0,0,0,0,126.2,1.8,0,457.36,0,0,0,0,2369.89,866.67,4316.7,2891,49.3,0,0,-14.69228083,0,0,0,-97.94319295,-6.726718581,54.21628113,-8.143238903,34.14,LOW
Raigad,2011,0,1.3,0,0,0,0,126.8,1.8,0,630.77,0,0,0,0,2414.51,872.22,3454.5,2891,19.5,0,0,17.58193939,0,0,0,-97.94319295,-4.971321318,55.20271648,-3.766232299,44.46,MEDIUM
Raigad,2012,0,1.5,0,0,0,0,127.9,0,0,146.67,0,0,0,0,2606.18,0,1387.9,2891,-52,1,0,-72.51638256,0,0,0,-97.94319295,2.569176069,-99.8222639,-33.46408292,94.3,HIGH
Raigad,2013,0,0.6,0,0,0,0,127.9,0,0,500,0,0,0,0,2860.83,0,4129,2891,42.8,0,0,-6.756332788,0,0,0,-97.94319295,12.58737224,-99.8222639,-23.99180217,38.51,LOW
Raigad,2014,0,1.2,0,0,0,0,125.3,0,0,416.67,0,0,0,0,2799.68,0,1521.2,2891,-47.4,1,0,-22.26530442,0,0,0,-97.94319295,10.18166756,-99.8222639,-26.23113671,91.71,HIGH
Raigad,2015,0,1.6,0,0,0,0.01,115.6,0.9,0,375,0,0,0,1000,2940.31,666.67,1861.8,2891,-35.6,1,0,-30.02072081,0,0,0,1958.863859,15.7141982,18.66906131,245.4032997,53.14,MEDIUM
Raigad,2016,0,1.76,0,0,0,0,113.3,0.9,0,819.11,0,0,0,0,2728.16,888.89,3286.6,2891,13.7,0,0,52.63485812,0,0,0,-97.94319295,7.367996288,58.16557726,2.528154839,45.78,MEDIUM
Raigad,2017,0,0.3,0,0,0,0,114.24,0.01,0,666.67,0,0,0,0,2720.66,0,3282.2,2891,13.5,0,0,24.26347163,0,0,0,-97.94319295,7.072938478,-99.8222639,-20.80363084,48.8,MEDIUM
Ratnagiri,1997,0,0.5,0,0,0.1,0,154.1,0.1,0,400,0,0,17500,0,2447.11,1000,3369.3,3412,-1.3,0,0,-23.33631333,0,0,633.6937643,0,-9.971494356,733.8357795,166.777717,30.54,LOW
Ratnagiri,1998,0,0.5,0,0,0,0,158.9,0.1,0,400,0,0,0,0,2759.6,1000,3295.7,3412,-3.4,0,0,-23.33631333,0,0,-99.95807704,0,1.520230987,733.8357795,76.50770251,42.69,MEDIUM
Ratnagiri,1999,0,0.5,0,0,0.2,0,159.8,0,0,600,0,0,0,0,2341.05,0,3102.7,3412,-9.1,0,0,14.89993937,0,0,-99.95807704,0,-13.87181881,-99.16699722,-24.76211921,57.55,MEDIUM
Ratnagiri,2000,0,0.5,0,0,0,0,158.6,0,0,400,0,0,0,0,2298.87,0,2806.5,3412,-17.7,0,0,-23.33631333,0,0,-99.95807704,0,-15.42297557,-99.16699722,-29.7355454,61.31,MEDIUM
Ratnagiri,2001,0,0.6,0,0,0,0,157.3,0,0,500,0,0,0,0,2591.23,0,3909.8,3412,14.6,0,0,-4.218186983,0,0,-99.95807704,0,-4.671524896,-99.16699722,-26.00184827,49.05,MEDIUM
Ratnagiri,2002,0,0.6,0,0,0,0,157.7,0,0,500,0,0,0,0,2038.05,0,2090.1,3412,-38.7,1,0,-4.218186983,0,0,-99.95807704,0,-25.01455227,-99.16699722,-28.54472669,88.83,HIGH
Ratnagiri,2003,0,0.6,0,0,0,0,158.4,0,0,500,0,0,0,0,3058.71,0,2217.6,3412,-35,1,0,-4.218186983,0,0,-99.95807704,0,12.51991087,-99.16699722,-23.8529188,86.89,HIGH
Ratnagiri,2004,0,0.6,0,0,0,0,158.1,0,0,500,0,0,0,0,2571.16,0,4089.8,3412,19.9,0,0,-4.218186983,0,0,-99.95807704,0,-5.409593083,-99.16699722,-26.09410679,47.13,MEDIUM
Ratnagiri,2005,0,0.6,0,0,0,0,155.9,0,0,666.67,0,0,0,0,2690.19,0,4833.5,3412,41.7,0,0,27.64599421,0,0,-99.95807704,0,-1.032300793,-99.16699722,-21.56392261,38.6,LOW
Ratnagiri,2006,0,0.5,0,0,0,0,156.8,0,0,600,0,0,0,0,2808.67,0,5052.1,3412,48.1,0,0,14.89993937,0,0,-99.95807704,0,3.324765412,-99.16699722,-22.61254619,36.4,LOW
Ratnagiri,2007,0,0.6,0,0,0,0,155.9,0,0,833.33,0,0,0,0,2633.03,0,4019,3412,17.8,0,0,59.50826358,0,0,-99.95807704,0,-3.134342524,-99.16699722,-17.84389415,46.86,MEDIUM
Ratnagiri,2008,0,0.6,0,0,0,0,156,0,0,500,0,0,0,0,2673.72,0,3889.2,3412,14,0,0,-4.218186983,0,0,-99.95807704,0,-1.637980067,-99.16699722,-25.62265516,49.23,MEDIUM
Ratnagiri,2009,0,0.6,0,0,0,0,155.9,0,0,833.33,0,0,0,0,2614.18,0,3067.2,3412,-10.1,0,0,59.50826358,0,0,-99.95807704,0,-3.82754558,-99.16699722,-17.93054453,57.05,MEDIUM
Ratnagiri,2010,0,0.7,0,0,0,0,156,0,0,457.14,0,0,0,0,2757.12,0,4726.2,3412,38.5,0,0,-12.41221594,0,0,-99.95807704,0,1.429029736,-99.16699722,-26.26353256,40.36,MEDIUM
Ratnagiri,2011,0,0.7,0,0,0,0,155.5,0,0,628.57,0,0,0,0,2813.12,0,2905.9,3412,-14.8,0,0,20.36198807,0,0,-99.95807704,0,3.488412818,-99.16699722,-21.90933417,59.27,MEDIUM
Ratnagiri,2012,0,0.5,0,0,0,0,150.7,0,0,140,0,0,0,0,2841.27,0,2186.4,3412,-35.9,1,0,-73.04344185,0,0,-99.95807704,0,4.523620564,-99.16699722,-33.45561194,88.42,HIGH
Ratnagiri,2013,0,0.1,0,0,1.1,0,148.9,0,0,1000,0,0,8790.91,0,3032.91,0,4885.5,3412,43.2,0,0,91.37244477,0,0,268.582912,0,11.57112367,-99.16699722,34.04493541,31.04,LOW
Ratnagiri,2014,0,0.7,0,0,0,0,142.5,0,0,285.71,0,0,0,0,3145.96,0,1691.4,3412,-50.4,1,0,-45.18641994,0,0,-99.95807704,0,15.72850326,-99.16699722,-28.57287387,93.1,HIGH
Ratnagiri,2015,0,1.5,0,0,1.4,0,138.2,0.02,0,400,0,0,7735.71,0,2678.73,500,1993.8,3412,-41.6,1,0,-23.33631333,0,0,224.3458022,0,-1.453738831,317.3343911,64.61126764,78.14,HIGH
Ratnagiri,2016,0,0.89,0,0,1.3,0,139.34,0,0,818.59,0,0,10046.01,0,3195.78,0,3573.2,3412,4.7,0,0,56.69025176,0,0,321.2004221,0,17.56061871,-99.16699722,37.03553692,44.72,MEDIUM
Ratnagiri,2017,0,0,0,0,1.14,0,139.25,0,0,0,0,0,5998.25,0,3093.02,0,3218.4,3412,-5.7,0,0,-99.80881874,0,0,151.506332,0,13.78165076,-99.16699722,-4.210979155,53.71,MEDIUM
Nasik,1997,53.5,8.5,6,2.6,12.4,69.9,44.2,52.4,852.34,482.35,153.33,1038.46,9445.16,1291.85,1337.1,473.28,758.9,892,-14.9,0,4.400638983,-16.74349514,-41.32151651,-31.41760008,22.7428047,-18.48096317,9.682939367,-26.88101945,-12.25227641,58.09,MEDIUM
Nasik,1998,48.5,9.3,4.2,5.9,23.7,83.9,45.6,60.3,1076.29,462.37,178.57,1457.63,9022.36,1337.31,1254.39,658.37,899.9,892,0.9,0,31.79947544,-20.18502813,-31.72490585,-3.761235652,17.24896828,-15.61453983,2.90326975,1.654006506,-2.209998686,51.05,MEDIUM
Nasik,1999,47.2,8.7,5.8,8.3,23.9,85.7,47.8,60,811.44,517.24,284.48,1602.41,8392.05,1430.57,1196.65,655,988.3,892,10.8,0,-0.603211926,-10.73373109,8.543597914,5.791185662,9.058760067,-9.734147387,-1.829629823,1.134459056,0.203410309,47.14,MEDIUM
Nasik,2000,27.7,8.6,5.7,7.5,25.1,39.4,45.6,24.2,664.26,348.84,170.18,1173.33,9101.59,1129.44,872.81,450.41,790.6,892,-11.4,0,-18.60973458,-39.74044552,-34.9149044,-22.51902941,18.27847788,-28.72152223,-28.37452414,-30.40685036,-23.12606659,58.18,MEDIUM
Nasik,2001,31.1,8.9,6.2,5.5,23.6,36.8,46.6,28.2,675.24,426.97,106.45,1818.18,7825.85,1328.8,1208.15,496.45,935.8,892,4.9,0,-17.26640248,-26.28263912,-59.14596611,20.02744721,1.701593131,-16.15112722,-0.886984429,-23.30893802,-15.16412713,51.23,MEDIUM
Nasik,2002,19.3,9,5.4,7.5,23.3,35,49.1,31.2,854.92,755.56,211.11,1053.33,7094.42,1414.29,894.09,554.49,416.6,892,-53.3,1,4.716285324,30.31662628,-19.3527303,-30.43649423,-7.802561959,-10.76066239,-26.63022031,-14.36100509,-9.288845335,91.73,HIGH
Nasik,2003,16.5,8.5,7.2,8.9,20.4,35.5,50.6,30.6,545.45,411.76,111.11,2247.19,5683.33,1163.38,1310.28,535.95,410.6,892,-54,1,-33.14537093,-28.90254485,-57.37416715,48.33304376,-26.13817604,-26.58147805,7.484526369,-17.21928691,-16.69293172,92.92,HIGH
Nasik,2004,17,9.2,14.1,20.3,12.1,55.6,50.8,39.1,794.12,706.52,241.13,1842.36,5561.16,1462.23,1381.89,626.6,903.2,892,1.3,0,-2.722202091,21.86954033,-7.938694959,21.62281637,-27.72564528,-7.737865757,13.35433826,-3.243923013,0.934795482,50.51,MEDIUM
Nasik,2005,16.5,9.5,17.4,23.3,14.3,70.6,50.3,42.2,666.67,726.32,337.93,2000,5101.4,1651.56,1167,699.05,1259.7,892,41.2,0,-18.31488665,25.28006851,28.86605591,32.023726,-33.6997376,4.200100165,-4.260015559,7.925576314,5.252610887,35.4,LOW
Nasik,2006,14.5,9.7,34.3,31.5,28.5,84.1,49,48.2,717.24,762.89,242.86,1501.59,6876.84,1637.34,1012.24,665.98,1285.6,892,44.1,0,-12.12797368,31.57921071,-7.280924102,-0.86080437,-10.6297827,3.303475883,-16.9455635,2.827227898,-1.266891732,35.17,LOW
Nasik,2007,10.3,10.5,39.3,36.2,50.2,79,50.6,41.4,620.39,714.29,329.26,1524.86,8578.29,1886.08,1351.78,748.79,972.7,892,9,0,-23.97694582,23.20791426,25.56959733,0.674524017,11.47875083,18.98746492,10.88624671,15.59391167,10.30268299,46.52,MEDIUM
Nasik,2008,10,7.6,28,39.7,38.3,71.9,51.2,34.5,660,592.11,220.36,1287.15,6982.77,1611.96,1285.16,585.51,1061.8,892,19,0,-19.13091808,2.162543903,-15.83574739,-15.00931402,-9.253334987,1.703171784,5.42546095,-9.578701858,-7.439604962,45.11,MEDIUM
Nasik,2009,10.1,9.4,46.4,55.1,31.1,73,48.1,39.3,741.58,420.21,253.66,1187.11,7292.93,1615.34,391.68,700.51,897.8,892,0.7,0,-9.15013184,-27.44704167,-3.174608922,-21.60984053,-5.223135593,1.916293449,-67.81234838,8.150662153,-15.54376892,52.81,MEDIUM
Nasik,2010,15.3,10.1,50.5,56.9,25.7,75.3,59.1,40.6,760.78,617.82,338.61,1421.79,7740.08,1908.37,406.6,767.24,1201.4,892,34.7,0,-6.801135814,6.591063071,29.12460168,-6.125918481,0.587103184,20.39293294,-66.58936844,18.43831833,-0.547800442,38.51,LOW
Nasik,2011,12.9,10.9,47,58.6,24.6,52.4,62.9,37.9,994.57,757.8,348.94,1391.47,7565.85,1958.02,1236.88,711.87,997.3,892,11.8,0,21.8015611,30.70246382,33.05221611,-8.126397927,-1.6768304,23.52355148,1.467989675,9.902014981,13.8308211,45.05,MEDIUM
Nasik,2012,9.8,9.5,45.7,56,24.6,32.4,67.9,25.6,1559.18,634.74,285.56,1559.11,7576.83,1641.05,1189.84,687.11,449.7,892,-49.6,1,90.87794892,9.505514425,8.954229432,2.934300437,-1.534156976,3.537405284,-2.387839835,6.084805825,14.74652594,87.35,HIGH
Nasik,2013,15.1,10.1,46,52.4,21,65.9,72.6,40,1245.03,702.97,394.35,1578.24,8507.14,1698.03,1285.12,655.5,1232.5,892,38.2,0,52.44372488,21.25805674,50.31775058,4.196476288,10.55423224,7.130207789,5.422182183,1.211543248,19.06677174,34.76,LOW
Nasik,2014,5.1,5.7,46,59.8,16.8,72.4,71.2,40.9,725.49,263.16,175,1421.4,8239.29,1535.91,1217.7,696.82,415.4,892,-53.4,1,-11.11863945,-54.4987311,-33.08227115,-6.151650242,7.073806303,-3.092065677,-0.104178905,7.581780821,-11.67399367,92.06,HIGH
Nasik,2015,6.6,5.9,43.3,59.8,19,60,69.6,39.9,621.21,288.14,111.78,1163.88,8058.95,1351.67,1452.59,667.42,405.9,892,-54.5,1,-23.87662411,-50.19595363,-57.11942352,-23.14252976,4.730479766,-14.70908803,19.14955821,3.049230369,-17.76429384,93.23,HIGH
Nasik,2016,7.5,7.44,46.7,68.7,11.22,79.2,71.9,59.6,800,762.81,610.92,1499.27,8614.48,2242.42,2027.82,713.09,1057.1,892,18.5,0,-2.002822058,31.56543079,132.6607764,-1.013875357,11.9490014,41.45603713,66.30068085,10.09010041,36.37566619,39.76,LOW
Nasik,2017,6.6,7.6,65.4,67.5,11.86,112.46,72.5,72.5,757.58,815.79,396.61,2038.61,8332.07,1988.3,2118.62,851.03,1011.9,892,13.4,0,-7.192635152,40.69117741,51.17703505,34.57117031,8.279383746,25.43281893,73.74348101,31.35608712,32.2573148,42.14,MEDIUM
Dhule,1997,105.4,28.4,92.6,3.5,9.8,18.2,32.4,25.1,1114.8,630.28,170.95,1200,8309.18,1318.68,836.42,689.24,660,612,7.8,0,-10.87723836,27.72434338,-25.81113732,-10.44280054,12.37649864,-25.19761848,-9.68704438,-23.24920509,-8.145525268,49.28,MEDIUM
Dhule,1998,137,27.1,94.3,4.3,10.6,19.3,25.8,30.6,1529.2,527.68,197.45,1441.86,10662.26,1393.78,922.48,718.95,589.7,612,-3.6,0,22.22230674,6.965698039,-14.37755278,7.592423662,44.19661462,-20.94078436,-0.405760245,-19.94562066,3.163415627,52.02,MEDIUM
Dhule,1999,117.8,30.3,99.5,4.6,12.6,19.9,26.6,30.4,906.62,478.55,133.47,1260.87,6930.95,1366.83,533.83,595.39,532,612,-13.1,0,-27.50528686,-2.974577259,-41.98210896,-5.903794099,-6.260963088,-22.46836998,-42.32036725,-33.68479576,-22.88753291,58.77,MEDIUM
Dhule,2000,102.7,29.9,95.5,4.2,13.5,14.8,25.9,13.6,539.44,371.24,89.53,833.33,7068.89,966.22,258.69,433.82,527.9,612,-13.7,0,-56.83320909,-24.68617796,-60.94028649,-37.78496401,-4.395634753,-45.17583092,-71.99329913,-51.65046847,-44.18248385,61.68,MEDIUM
Dhule,2001,99.9,30.9,99.9,4.4,10.3,17.7,24.9,18.2,1144.14,291.26,122.22,1409.09,6194.17,1175.14,718.88,500,550.9,612,-10,0,-8.533752225,-40.86820968,-46.83598918,5.148802158,-16.2242559,-33.33378319,-22.36334158,-44.29162574,-25.91276942,58.02,MEDIUM
Dhule,2002,96.2,32.3,100.6,3.1,10.8,22,25,22.8,1053.01,278.64,99.11,1451.61,6574.07,1254.55,748,653.51,342.6,612,-44,1,-15.81261696,-43.42156352,-56.80693781,8.319470036,-11.08696263,-28.83264874,-19.22284665,-27.22217957,-24.26078573,90.22,HIGH
Dhule,2003,94.8,32.9,102.7,3.1,9,26.7,27.4,26.7,1428.27,355.62,217.14,1548.39,6218.89,1617.98,897.81,715.36,362.9,612,-40.7,1,14.1606825,-27.84650973,-5.882183743,15.53624419,-15.88997349,-8.232632435,-3.066337512,-20.34480841,-6.445689829,86.77,HIGH
Dhule,2004,96.4,31.7,109.9,5.7,7.7,32.9,26.3,29.1,1114.11,372.24,189.81,1403.51,6003.9,1641.34,574.14,701.03,651.2,612,6.4,0,-10.93235102,-24.48385198,-17.67387678,4.732707925,-18.79722982,-6.908535963,-37.97306812,-21.93822359,-16.74680367,50.88,MEDIUM
Dhule,2005,79.4,32.7,108.2,9,11.3,34.2,24.8,32.9,1056.68,470.95,196.86,1288.89,6292.04,1757.31,1447.58,644.38,816.4,612,33.4,0,-15.51948151,-4.512254692,-14.63211183,-3.814374674,-14.90078422,-0.335099839,56.22452443,-28.23738407,-3.2158708,39.32,LOW
